make,model,mileage,fuel-type,first-registration,price,price_label,position,seller_name,seller_location,listing_zip_code,listing_url,title,drive_type,extended_range,car_type
ford,mustang mach-e,32230,e,07-2021,34990,top-price,1,CIAC Fordstore Gent Sterrenbeoordeling 4.5 van 5 (30),Ashlo Geerinck • BE-9050 Ledeberg,9050,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99kwh-awd-extended-range-elektrisch-wit-9409fb61-cfa9-41e6-a79f-85a0a361f486,Ford Mustang Mach-E 99kWh AWD Extended Range,AWD,yes,Premium
ford,mustang mach-e,34800,e,09-2023,36950,top-price,2,VAMAUTO Sterrenbeoordeling 5 van 5 (343),Christa Vandecasteele • BE-8880 Sint-Eloois-Winkel,8880,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-76-kwh-awd-premium-standard-range-pano-memory-elektrisch-zwart-9352c5af-4781-4b26-ac24-9c82d9f4570d,Ford Mustang Mach-E 76 kWh AWD Premium Standard Range - Pano/Memory,AWD,no,Premium
ford,mustang mach-e,48217,e,03-2022,33500,good-price,3,Garage Feyaerts - Ford Sterrenbeoordeling 4.5 van 5 (16),Seger Gekiere • BE-3200 Aarschot,3200,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-rwd-76-kwh-269-pk-elektrisch-7d40100a-54fe-45e1-a526-cf30f3dab65b,Ford Mustang Mach-E RWD / 76 kWh / 269 PK!,RWD,no,unknown
ford,mustang mach-e,5,e,04-2025,65990,good-price,4,AB Automotive nv Sterrenbeoordeling 4.5 van 5 (19),BE-1800 Vilvoorde,1800,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-mach-e-gt-vapor-blue-elektrisch-blauw-70cc47ad-4a8a-4a8b-9eb2-35623c286621,Ford Mustang Mach-E * Mach E - GT - Vapor Blue *,unknown,unknown,GT
ford,mustang mach-e,31700,e,04-2022,32500,top-price,5,TR Premium Cars Sterrenbeoordeling 5 van 5 (44),Thibault Rasschaert • BE-9340 Lede,9340,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-76-kwh-l-awd-l-standard-range-l-b-o-l-elekt-stoel-elektrisch-zilver-7bdedd91-cc4d-49b8-b287-2e2388075ffe,Ford Mustang Mach-E 76 kWh l AWD l Standard Range l B&O l Elekt. Stoel,AWD,no,Premium
ford,mustang mach-e,39000,e,07-2021,31990,top-price,6,ARCADI CAR Sterrenbeoordeling 4.5 van 5 (40),Maxime Cornelis • BE-6180 Courcelles,6180,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99-kwh-awd-extended-range-full-options-elektrisch-rood-18efd21b-f6e1-41f6-801d-805c8b9ef4c1,Ford Mustang Mach-E 99 kWh AWD Extended Range - Full options,AWD,yes,Premium
ford,mustang mach-e,61985,e,04-2022,29999,good-price,7,TR Premium Cars Sterrenbeoordeling 5 van 5 (44),Thibault Rasschaert • BE-9340 Lede,9340,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-76-kwh-l-awd-l-standard-range-l-b-o-l-elekt-stoel-elektrisch-zilver-ee858736-0650-4085-ae80-1b326f85b73e,Ford Mustang Mach-E 76 kWh l AWD l Standard Range l B&O l Elekt. Stoel,AWD,no,Premium
ford,mustang mach-e,49700,e,04-2022,30999,top-price,8,TR Premium Cars Sterrenbeoordeling 5 van 5 (44),Thibault Rasschaert • BE-9340 Lede,9340,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-76-kwh-l-awd-l-standard-range-l-b-o-l-dark-matter-elektrisch-grijs-7994bd84-d36a-43d2-bb8d-e0ac259882e9,Ford Mustang Mach-E 76 kWh l AWD l Standard Range l B&O l Dark Matter,AWD,no,Premium
ford,mustang mach-e,35500,e,02-2023,39000,good-price,9,Private Seller,Not specified,9820,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-mustang-mach-e-premium-elektrisch-zwart-28caaeae-5d0a-4b82-b4d3-1a4d15e41f0d,Ford Mustang Mach-E Mustang Mach-E PREMIUM,unknown,unknown,Premium
ford,mustang mach-e,88400,e,05-2021,26890,good-price,10,Spirit of Legend Cars Sterrenbeoordeling 4.5 van 5 (42),BE-5030 Gembloux,5030,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99-kwh-rwd-premium-extended-range-b-o-acc-360-elektrisch-zwart-b7a64731-21c0-4498-891b-d19174d2a015,Ford Mustang Mach-E 99 kWh RWD Premium Extended Range B&O/ACC/360°,RWD,yes,Premium
ford,mustang mach-e,34631,e,06-2023,38945,toolow-price ,11,Van Mossel Used Cars Center Antwerpen Sterrenbeoordeling 5 van 5 (50),Van Mossel Used Cars Center Antwerpen • BE-2060 Antwerpen,2060,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-premium-awd-76kwh-pano-dak-navi-led-camera-elektrisch-blauw-b242f4b2-3f35-4db6-8f32-2622e26a14aa,Ford Mustang Mach-E Premium AWD 76kWh - Pano dak NAVI | LED | CAMERA |,AWD,no,Premium
ford,mustang mach-e,113347,e,06-2021,27900,top-price,12,FordStore Bilzen Sterrenbeoordeling 5 van 5 (23),Christophe de Schaetzen • BE-3740 Bilzen,3740,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-premium-99kw-extended-range-351pk-pano-dak-b-o-elektrisch-rood-ad826cf7-e907-4594-b194-a5c0b34a422f,Ford Mustang Mach-E Premium 99KW extended range 351PK Pano.Dak+B&O,unknown,yes,Premium
ford,mustang mach-e,39400,e,03-2022,30000,unknown,13,Private Seller,Not specified,1800,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-elektrisch-wit-1af4ee24-a9f7-434b-a0aa-f0cb50e1b271,Ford Mustang Mach-E,unknown,unknown,unknown
ford,mustang mach-e,64000,e,08-2021,30000,top-price,14,Private Seller,Not specified,3840,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-mustang-mach-e-awd-elektrisch-rood-f8cd4dbe-a674-447f-a9d3-52b31c27ae7f,Ford Mustang Mach-E Mustang Mach-E AWD,AWD,unknown,Premium
ford,mustang mach-e,34011,e,07-2021,34990,top-price,15,Garage Renault Tournai - GVOTREAUTO FROYENNES Sterrenbeoordeling 4.5 van 5 (71),François Desnouck • BE-7503 Tournai (Froyennes),7503,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-trend-rwd-294cv-610km-range-elektrisch-grijs-2e69fb4f-6b05-4d81-8278-75778eced47c,Ford Mustang Mach-E trend rwd 294cv 610km range,RWD,unknown,unknown
ford,mustang mach-e,31000,e,07-2021,29900,unknown,16,AutoScout24 Luxembourg,BE-6700 Arlon,6700,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-extended-range-99kwh-version-x-elektrisch-rood-00bb4725-f503-4e8f-be8d-4adf769ca2a1,Ford Mustang Mach-E Extended Range 99kWh Version X,unknown,yes,unknown
ford,mustang mach-e,72000,e,12-2021,33000,somewhat-expensive,17,Private Seller,Not specified,7334,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99-kwh-rwd-extended-range-elektrisch-03018e06-9496-43ef-b95d-8e002826372c,Ford Mustang Mach-E 99 kWh RWD Extended Range,RWD,yes,unknown
ford,mustang mach-e,16900,e,03-2024,44950,top-price,18,VAMAUTO Sterrenbeoordeling 5 van 5 (343),Christa Vandecasteele • BE-8880 Sint-Eloois-Winkel,8880,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99-kwh-awd-premium-extended-range-keyless-towbar-elektrisch-wit-fc94aa40-f7e2-4700-bb45-55afc4254c07,Ford Mustang Mach-E 99 kWh AWD Premium Extended Range - Keyless/Towbar,AWD,yes,Premium
ford,mustang mach-e,32759,e,06-2022,37990,good-price,19,Ford Unicars Kortrijk Sterrenbeoordeling 4.5 van 5 (2),Simon Ver Elst • BE-8500 Kortrijk,8500,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-91kwh-272kw-extended-range-premium-awd-elektrisch-rood-bcd1acca-05ad-495c-954c-d9858bdf67fd,Ford Mustang Mach-E 91kWh 272kW Extended Range Premium AWD,AWD,yes,Premium
ford,mustang mach-e,34800,e,09-2023,36950,top-price,21,VAMAUTO Sterrenbeoordeling 5 van 5 (343),Christa Vandecasteele • BE-8880 Sint-Eloois-Winkel,8880,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-76-kwh-awd-premium-standard-range-pano-memory-elektrisch-zwart-9352c5af-4781-4b26-ac24-9c82d9f4570d,Ford Mustang Mach-E 76 kWh AWD Premium Standard Range - Pano/Memory,AWD,no,Premium
ford,mustang mach-e,16032,e,10-2022,46490,top-price,22,FordStore Driesen Genk Sterrenbeoordeling 4.5 van 5 (24),Geert Nickmans • BE-3600 Genk,3600,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-gt-extended-range-elektrisch-zwart-13806ea8-8bad-4311-bf05-b89813f4cd42,Ford Mustang Mach-E GT extended Range,unknown,yes,GT
ford,mustang mach-e,41000,e,03-2022,30000,unknown,23,Private Seller,Not specified,1800,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-elektrisch-wit-e3494c9a-1b8e-4ae4-8bc2-b98a0f4a8eaa,Ford Mustang Mach-E,unknown,unknown,unknown
ford,mustang mach-e,7210,e,10-2021,36990,top-price,24,Waasland Automotive Beveren Sterrenbeoordeling 4.5 van 5 (2),Jonas Hoof • BE-9120 Beveren-Waas,9120,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-rwd-standard-range-76kwh-269pk-directiewagen-elektrisch-rood-88ed878b-c930-4903-8ec4-ea32f4743272,Ford Mustang Mach-E RWD Standard Range 76kWh - 269pk - Directiewagen!,RWD,no,unknown
ford,mustang mach-e,10126,e,03-2023,39990,top-price,25,Ford Unicars Brugge Sterrenbeoordeling 4 van 5 (5),Kris Durie • BE-8000 Brugge,8000,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-rwd-standard-range-76kwh-trekhaak-elektrisch-zwart-3e863e01-2117-44f1-81a5-1edc84e49d8f,Ford Mustang Mach-E RWD - Standard Range 76kWh - Trekhaak,RWD,no,unknown
ford,mustang mach-e,44342,e,05-2022,36900,good-price,26,FordStore Driesen Genk Sterrenbeoordeling 4.5 van 5 (24),Geert Nickmans • BE-3600 Genk,3600,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99kwh-awd-371pk-bij-driesen-in-bree-089-461610-elektrisch-grijs-d62fd5de-df0a-4864-8783-59cb7eb46be3,Ford Mustang Mach-E 99kWh AWD 371PK BIJ DRIESEN IN BREE 089/461610,AWD,yes,Premium
ford,mustang mach-e,25402,e,06-2023,42950,top-price,27,Van Mossel Ford Zaventem Sterrenbeoordeling 3 van 5 (3),BE-1930 Zaventem,1930,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-premium-awd-99kwh-driving-assist-assist-500-range-elektrisch-wit-f6678892-5492-4ce9-a3e9-553f61c0e61d,Ford Mustang Mach-E Premium awd 99kwh|driving Assist assist|500 range,AWD,yes,Premium
ford,mustang mach-e,16369,e,06-2024,45490,top-price,28,Ford Unicars Kortrijk Sterrenbeoordeling 4.5 van 5 (2),Simon Ver Elst • BE-8500 Kortrijk,8500,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-91kwh-272kw-extended-range-premium-awd-elektrisch-rood-d6769664-df58-4026-9d84-d7885bbeb13d,Ford Mustang Mach-E 91kWh 272kW Extended Range Premium AWD,AWD,yes,Premium
ford,mustang mach-e,13000,e,05-2024,45000,top-price,29,Private Seller,Not specified,2460,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-mustang-mach-e-awd-premium-elektrisch-zwart-8cf1dd4f-1872-450b-9a1d-f5672196f91a,Ford Mustang Mach-E Mustang Mach-E AWD PREMIUM,AWD,unknown,Premium
ford,mustang mach-e,35000,e,01-2023,47000,top-price,30,Garage De Wispelaere AALTER - EEKLO Sterrenbeoordeling 5 van 5 (6),GARAGE DE WISPELAERE BVBA AALTER – EEKLO • BE-9880 Aalter,9880,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-91-kwh-awd-gt-elektrisch-zwart-344bed16-a1d9-46ae-8524-1cdf2a5c2a7e,Ford Mustang Mach-E 91 kWh AWD GT,AWD,unknown,GT
ford,mustang mach-e,19000,e,03-2023,43950,top-price,31,Private Seller,Not specified,1330,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99-kwh-awd-gt-extended-range-full-options-elektrisch-grijs-a0a2796a-9efd-415e-a715-e5e6fa1299ab,Ford Mustang Mach-E 99+kWh+AWD+GT+Extended+Range FULL OPTIONS,AWD,yes,GT
ford,mustang mach-e,12606,e,04-2023,39999,top-price,32,Garage Herman Noyens Sterrenbeoordeling 4 van 5 (50),Herman Noyens • BE-2440 Geel,2440,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-base-elektrisch-zwart-647a704c-d2dc-497a-b48d-03ec0be62e19,Ford Mustang Mach-E Base,unknown,unknown,Base
ford,mustang mach-e,2238,e,11-2023,52750,top-price,33,Garage Feyaerts - Ford Sterrenbeoordeling 4.5 van 5 (16),Seger Gekiere • BE-3200 Aarschot,3200,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-gt-91-kwh-487-pk-full-option-elektrisch-ccdc6cff-c919-454c-b62c-9643a60dc75b,Ford Mustang Mach-E GT - 91 kWh - 487 PK - FULL OPTION!!,unknown,unknown,GT
ford,mustang mach-e,51000,e,04-2023,39000,good-price,34,Private Seller,Not specified,3550,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-mustang-mach-e-awd-premium-lr-elektrisch-rood-9b915700-4c6f-4279-91bd-63e8d492b9c1,Ford Mustang Mach-E Mustang Mach-E AWD PREMIUM LR,AWD,unknown,Premium
ford,mustang mach-e,6424,e,06-2022,39990,good-price,35,Waasland Automotive Beveren Sterrenbeoordeling 4.5 van 5 (2),Jonas Hoof • BE-9120 Beveren-Waas,9120,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-awd-standard-range-elektrisch-grijs-00d77da4-b9e5-4304-903c-bf44fe21d536,Ford Mustang Mach-E AWD Standard Range,AWD,no,Premium
ford,mustang mach-e,56000,e,05-2021,35000,good-price,36,Private Seller,Not specified,1150,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99-kwh-awd-extended-range-full-options-elektrisch-a1ac71c4-df5a-4a0c-83f3-959e32c71f55,Ford Mustang Mach-E 99 kWh AWD Extended Range FULL OPTIONS,AWD,yes,Premium
ford,mustang mach-e,13675,e,04-2022,39750,good-price,37,Garage Feyaerts - Ford Sterrenbeoordeling 4.5 van 5 (16),Seger Gekiere • BE-3200 Aarschot,3200,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-awd-76kwh-standard-range-met-269-pk-elektrisch-b602964d-10b0-4fa4-a3a5-be3773405728,Ford Mustang Mach-E AWD 76kWh Standard Range met 269 PK,AWD,no,Premium
ford,mustang mach-e,42,e,new,59995,top-price,38,Ford - Garage Van Megroot nv Sterrenbeoordeling 5 van 5 (5),Kurt Van Megroot • BE-9185 Wachtebeke,9185,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-gt-awd-487pk-91kwh-ext-range-elektrisch-wit-171fdd66-4878-448b-bea1-f82246b77b06,Ford Mustang Mach-E GT AWD - 487pk - 91kWH ext range,AWD,yes,GT
ford,mustang mach-e,5,e,new,62900,top-price,39,Rousseau Sterrenbeoordeling 5 van 5 (25),Service Vente • BE-7520 Tournai et Mouscron,7520,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-gt-99kwh-autonomie-490km-wltp-new-toit-pano-elektrisch-grijs-ac60430c-0435-4f71-8e65-75fa7e5c3277,Ford Mustang Mach-E GT - 99kWh autonomie 490km WLTP - New - Toit pano,unknown,yes,GT
ford,mustang mach-e,33000,e,09-2022,46000,fair-price,40,Private Seller,Not specified,5336,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-mustang-mach-e-99-kwh-awd-gt-extended-range-elektrisch-oranje-01481fd6-560a-48d4-b195-14b015611f99,Ford Mustang Mach-E Mustang Mach-E 99 kWh AWD GT Extended Range,AWD,yes,GT
ford,mustang mach-e,48217,e,03-2022,33500,good-price,41,Garage Feyaerts - Ford Sterrenbeoordeling 4.5 van 5 (16),Seger Gekiere • BE-3200 Aarschot,3200,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-rwd-76-kwh-269-pk-elektrisch-7d40100a-54fe-45e1-a526-cf30f3dab65b,Ford Mustang Mach-E RWD / 76 kWh / 269 PK!,RWD,no,unknown
ford,mustang mach-e,26000,e,06-2022,43950,top-price,42,Dams Cars Sterrenbeoordeling 4.5 van 5 (10),XXX XXXXX • BE-2440 Geel,2440,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99-kwh-awd-gt-487pk-26000km-elektrisch-blauw-235487e8-ba86-4cdf-b2be-b433087397e5,"Ford Mustang Mach-E 99 kWh AWD GT 487pk, 26000km",AWD,yes,GT
ford,mustang mach-e,24950,e,08-2021,38945,somewhat-expensive,43,Garage Teirlynck bvba Sterrenbeoordeling 5 van 5 (155),Karl Teirlynck • BE-8790 Waregem,8790,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-rwd-76kwh-269pk-full-option-08-2021-23000km-31952-elektrisch-zwart-de291b18-e778-45e1-8b0c-e1c98c2d4f14,Ford Mustang Mach-E RWD 76KWh 269pk Full Option 08/2021 23000km (31952,RWD,no,unknown
ford,mustang mach-e,35000,e,09-2023,43000,good-price,44,Matcars Waregem Sterrenbeoordeling 5 van 5 (5),Philippe Matthys • BE-8790 Waregem,8790,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-99-kwh-awd-premium-extended-range-elektrisch-grijs-9c032f23-1633-4f4d-ad59-dc4c05834347,Ford Mustang Mach-E 99 kWh AWD Premium Extended Range,AWD,yes,Premium
ford,mustang mach-e,18350,e,08-2023,46000,unknown,45,Ford - Garage Van Megroot nv Sterrenbeoordeling 5 van 5 (5),Kurt Van Megroot • BE-9185 Wachtebeke,9185,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-premium-awd-351pk-99kwh-ext-range-elektrisch-wit-5853b968-5865-41d0-806b-f8f6424e5a49,Ford Mustang Mach-E Premium AWD 351pk - 99kWh Ext range,AWD,yes,Premium
ford,mustang mach-e,30000,e,10-2023,39500,fair-price,46,Private Seller,Not specified,1410,https://www.autoscout24.be/nl/aanbod/ford-mustang-mach-e-mustang-mach-e-awd-premium-elektrisch-rood-f16ad074-167d-4894-84d5-bd8c20c125e2,Ford Mustang Mach-E Mustang Mach-E AWD PREMIUM,AWD,unknown,Premium
